description,record_tracking_list_display_format_id,age_group_desc,record_tracking_list_event_id,gender,distance,stroke_code,course_code,RANK,swim_time,individual_time_id,relay_time_id,preferred_name,first_name,last_name,lsc_id,club_code,team_code,ind_meet_name,rel_meet_name,country_code,location,location_country_code,swim_date,session_desc,relay_lead_yn,bios_display_swap_first_last_name_yn,disable_name_swapping_yn
World Record Progressions,2,,116,M,100,FL,LCM,14,0:00:52,,,,Denis,Pankratov,US,UN,,,,RUS,Vienna,AUT,8/23/1995,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,15,0:00:52,,,Pablo,Pedro,Morales,MW,UN,,,,USA,Orlando,USA,6/23/1986,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,16,0:00:53,,,,Michael,Gross,US,UN,,,,GER,Los Angeles,USA,7/30/1984,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,17,0:00:53,,,Pablo,Pedro,Morales,MW,UN,,,,USA,Indianapolis,USA,6/26/1984,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,18,0:00:53,,,,Matt,Gribble,US,UN,,,,USA,Clovis,USA,8/6/1983,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,19,0:00:53,,,,William,Paulus,US,UN,,,,USA,Austin,USA,4/3/1981,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,20,0:00:54,,,Par,Par,Arvidsson,PC,PASA,,,,USA,Austin,USA,4/11/1980,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,21,0:00:54,,,,Joseph,Bottom,US,UN,,,,USA,Berlin,FRG,8/27/1977,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,22,0:00:54,,,Mark,Mark,Spitz,US,UN,,,,USA,Munich,FRG,8/31/1972,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,23,0:00:54,,,Mark,Mark,Spitz,US,UN,,,,USA,Chicago,USA,8/4/1972,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,24,0:00:54,,,Mark,Mark,Spitz,US,UN,,,,USA,Chicago,USA,8/4/1972,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,25,0:00:55,,,Mark,Mark,Spitz,US,UN,,,,USA,Houston,USA,8/25/1971,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,26,0:00:55,,,Mark,Mark,Spitz,US,UN,,,,USA,Long Beach,USA,8/30/1968,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,27,0:00:55,,,Mark,Mark,Spitz,US,UN,,,,USA,Berlin,FRG,10/7/1967,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,28,0:00:56,,,,Douglas,Russel,US,UN,,,,USA,Tokyo,JPN,8/29/1967,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,28,0:00:56,,,Mark,Mark,Spitz,US,UN,,,,USA,Winnipeg,CAN,7/31/1967,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,30,0:00:57,,,,Luis,Nicolai,US,UN,,,,ARG,Rio de Janeiro,BRA,4/27/1962,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,31,0:00:58,,,,Luis,Nicolai,US,UN,,,,ARG,Rio de Janeiro,BRA,4/24/1962,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,32,0:00:58,,,,Fred,Schmidt,US,UN,,,,USA,Los Angeles,USA,8/20/1961,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,33,0:00:58,,,,Lance,Larson,MW,SLS,,,,USA,Toledo,USA,7/24/1960,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,34,0:00:59,,,,Lance,Larson,MW,SLS,,,,USA,Los Angeles,USA,6/29/1960,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,1,0:00:55,110466648,,Sarah,Sarah,Sjostrom,US,UN,,2016 Olympic Games,,SWE,Rio,BRA,8/7/2016,Final,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,2,0:00:55,99448908,,Sarah,Sarah,Sjostrom,US,UN,,2015 World Champs,,SWE,Kazan,RUS,8/3/2015,Final,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,3,0:00:55,99336935,,Sarah,Sarah,Sjostrom,US,UN,,2015 World Champs,,SWE,Kazan,RUS,8/2/2015,Semi,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,4,0:00:55,67544532,,Dana,Dana,Vollmer,PC,CAL,,2012 Olympic Games,,USA,London,GBR,7/29/2012,Final,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,5,0:00:56,40650480,,Sarah,Sarah,Sjostrom,US,UN,,2009 World Champs ,,SWE,Rome,ITA,7/27/2009,Final,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,6,0:00:56,,,Sarah,Sarah,Sjostrom,US,,,,,SWE,Rome,ITA,7/26/2009,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,7,0:00:56,1077846,,,Inge,De Bruijn,OR,THSC,,2000 Olympic Games,,NED,Sydney,AUS,8/1/2000,Final,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,8,0:00:56,1059780,,,Inge,De Bruijn,OR,THSC,,2000 PN Senior Regional,,NED,Federal Way,USA,7/20/2000,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,9,0:00:56,,,,Inge,De Bruijn,OR,THSC,,,,NED,Sheffield,GBR,5/28/2000,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,10,0:00:57,,,Jenny,Jennifer,Thompson,MR,UN,,,,USA,Sydney,AUS,8/23/1999,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,11,0:00:57,,,,Mary,Meagher,US,UN,,,,USA,Brown Deer,USA,8/16/1981,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,12,0:00:59,,,,Mary,Meagher,US,UN,,,,USA,Austin,USA,4/11/1980,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,13,0:00:59,,,,Andrea,Pollack,US,UN,,,,GDR,Berlin,FRG,7/3/1978,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,14,0:00:59,,,,Christiane,Knacke,US,UN,,,,GDR,Berlin,FRG,8/28/1977,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,15,0:01:00,,,,Kornelia,Ender,US,,,,,GDR,Berlin,GDR,6/4/1976,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,15,0:01:00,,,,Kornelia,Ender,US,UN,,,,GDR,Montreal,CAN,7/22/1976,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,17,0:01:01,,,,Kornelia,Ender,US,UN,,,,GDR,Cali,COL,7/24/1975,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,18,0:01:01,,,,Kornelia,Ender,US,UN,,,,GDR,Wittenberg,GDR,6/9/1975,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,19,0:01:01,,,,Rosemarie,Kother,US,UN,,,,GDR,Concord,USA,9/1/1974,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,20,0:01:01,,,,Rosemarie,Kother,US,UN,,,,GDR,Vienna,AUT,8/22/1974,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,21,0:01:02,,,,Rosemarie,Kother,US,UN,,,,GDR,Vienna,AUT,8/21/1974,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,22,0:01:02,,,,Kornelia,Ender,US,UN,,,,GDR,Berlin,FRG,7/14/1973,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,23,0:01:03,,,,Kornelia,Ender,US,UN,,,,GDR,Berlin,FRG,4/14/1973,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,24,0:01:03,,,,Mayumi,Aoki,US,UN,,,,JPN,Munich,FRG,9/1/1972,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,25,0:01:03,,,,Andrea,Gyarmati,US,UN,,,,HUN,Munich,FRG,8/31/1972,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,26,0:01:03,,,,Mayumi,Aoki,US,UN,,,,JPN,Tokyo,JPN,7/21/1972,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,27,0:01:04,,,,Alice,Jones,US,UN,,,,USA,Los Angeles,USA,8/20/1970,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,28,0:01:04,,,,Ada,Kok,US,UN,,,,NED,Budapest,HUN,8/14/1965,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,29,0:01:04,,,,Sharon,Stouder,US,UN,,,,USA,Tokyo,JPN,8/16/1964,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,30,0:01:05,,,,Ada,Kok,US,UN,,,,NED,Blackpool,NED,5/30/1964,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,31,0:01:06,,,,Ada,Kok,US,UN,,,,NED,Soestduinen,NED,9/1/1963,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,32,0:01:06,,,Kathy,Kathy,Ellis,OH,GCST,,,,USA,High Point,USA,8/16/1963,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,33,0:01:07,,,,Mary,Stewart,US,UN,,,,CAN,Vancouver,CAN,7/28/1962,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,34,0:01:07,,,,Susan,Doerr,US,,,,,USA,Philadelphia,USA,8/12/1961,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,35,0:01:08,,,,Susan,Doerr,US,UN,,,,USA,Philadelphia,USA,8/12/1961,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,36,0:01:08,,,,Mary,Stewart,US,UN,,,,CAN,Philadelphia,USA,8/12/1961,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,37,0:01:08,,,,Janice,Andrew,US,UN,,,,AUS,Tokyo,JPN,4/2/1961,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,38,0:01:09,,,,Nancy,Ramey,US,UN,,,,USA,Chicago,USA,9/2/1959,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,39,0:01:09,,,,Nancy,Ramey,US,UN,,,,USA,Los Angeles,USA,6/28/1958,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,40,0:01:10,,,,Atie,Voorbij,US,UN,,,,NED,Rhenen,NED,8/4/1957,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,40,0:01:10,,,,Atie,Voorbij,US,UN,,,,NED,Hilversum,NED,11/12/1956,,N,N,N
World Record Progressions,2,,133,F,100,FL,LCM,42,0:01:11,,,,Shelley,Mann,US,UN,,,,USA,Tyler,USA,7/7/1956,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,1,0:01:50,143441274,,,Kristof,Milak,US,UN,,2019 World Champs,,HUN,Gwangju,KOR,7/24/2019,Final,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,2,0:01:51,40741679,,Michael,Michael,Phelps,US,UN,,2009 World Champs ,,USA,Rome,ITA,7/29/2009,Final,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,3,0:01:52,33136290,,Michael,Michael,Phelps,US,UN,,2008 Olympic Games,,USA,Beijing,CHN,8/13/2008,Final,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,4,0:01:52,23437707,,Michael,Michael,Phelps,US,CW,,2007 World Champs,,USA,Melbourne,AUS,3/28/2007,Final,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,5,0:01:53,22415835,,Michael,Michael,Phelps,US,CW,,2007 MV Mizzou Grand Prix,,USA,Melbourne,AUS,3/28/2007,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,6,0:01:53,18992889,,Michael,Michael,Phelps,US,CW,,2006 Pan Pacific Champs,,USA,Victoria,CAN,8/17/2006,Final,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,7,0:01:53,1595011,,Michael,Michael,Phelps,US,NBAC,,2003 World Champs,,USA,Barcelona,ESP,7/22/2003,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,8,0:01:54,63163,,Michael,Michael,Phelps,US,NBAC,,2001 World Champs,,USA,Fukuoka,JPN,7/24/2001,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,9,0:01:54,63825,,Michael,Michael,Phelps,US,NBAC,,2001 Spring Nationals,,USA,Austin,USA,3/30/2001,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,10,0:01:55,995763,,Tom,Thomas,Malchow,OR,CW,,2000 US Charlotte UltraSwim,,USA,Charlotte,USA,6/17/2000,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,11,0:01:55,,,,Denis,Pankratov,US,UN,,,,RUS,Canet,FRA,6/14/1995,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,12,0:01:55,,,Mel,Melvin,Stewart,US,UN,,,,USA,Perth,AUS,1/12/1991,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,13,0:01:56,,,,Michael,Gross,US,UN,,,,FRG,Hannover,FRG,6/28/1986,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,14,0:01:56,,,,Michael,Gross,US,UN,,,,FRG,Sofia,BUL,8/10/1985,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,15,0:01:57,,,,Michael,Gross,US,UN,,,,FRG,Wuppertal,GER,6/29/1985,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,16,0:01:57,,,,Jon,Sieben,US,UN,,,,AUS,Los Angeles,USA,8/3/1984,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,17,0:01:57,,,,Michael,Gross,US,UN,,,,FRG,Rome,ITA,8/26/1983,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,18,0:01:58,,,,Craig,Beardsley,US,UN,,,,USA,Kiey,USA,8/22/1981,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,19,0:01:58,,,,Craig,Beardsley,US,UN,,,,USA,Irvine,USA,7/30/1980,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,20,0:01:59,,,Mike,Michael,Bruner,US,UN,,,,USA,Montreal,CAN,7/18/1976,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,21,0:01:59,,,,Roger,Pyttel,US,UN,,,,FRG,Berlin,FRG,6/3/1976,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,22,0:02:00,,,,Roger,Pyttel,US,UN,,,,FRG,Berlin,FRG,6/3/1976,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,23,0:02:00,,,Mark,Mark,Spitz,US,UN,,,,USA,Munich,FRG,8/28/1972,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,24,0:02:01,,,Mark,Mark,Spitz,US,UN,,,,USA,Chicago,USA,8/2/1972,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,25,0:02:01,,,Mark,Mark,Spitz,US,UN,,,,USA,Chicago,USA,8/2/1972,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,26,0:02:03,,,,Hans-Joachim,Fassnacht,US,UN,,,,FRG,Landskrona,SWE,8/31/1971,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,27,0:02:03,,,Mark,Mark,Spitz,US,UN,,,,USA,Houston,USA,8/27/1971,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,28,0:02:05,,,,Gary,Hall,AZ,UN,,,,USA,Los Angeles,USA,8/22/1970,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,29,0:02:05,,,Mark,Mark,Spitz,US,UN,,,,USA,Los Angeles,USA,8/22/1970,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,30,0:02:05,,,Mark,Mark,Spitz,US,UN,,,,USA,Berlin,FRG,10/8/1967,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,31,0:02:06,,,,John,Ferris,US,UN,,,,USA,Tokyo,JPN,8/30/1967,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,32,0:02:06,,,Mark,Mark,Spitz,US,UN,,,,USA,Oak Park,USA,8/12/1967,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,32,0:02:06,,,Mark,Mark,Spitz,US,UN,,,,USA,Winnipeg,CAN,7/26/1967,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,34,0:02:06,,,,Kevin,Berry,US,UN,,,,AUS,Tokyo,JPN,10/18/1964,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,35,0:02:06,,,,Kevin,Berry,US,UN,,,,AUS,Sydney,AUS,3/29/1964,,N,N,N
World Record Progressions,2,,117,M,200,FL,LCM,36,0:02:08,,,,Carl,Robie,US,UN,,,,USA,Tokyo,JPN,3/18/1963,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,1,0:02:01,64560771,,,Zige,Liu,US,UN,,2009 CHN International,,CHN,Jinan,CHN,10/21/2009,Final,N,Y,N
World Record Progressions,2,,134,F,200,FL,LCM,2,0:02:03,40741681,,,Jessicah,Schipper,US,UN,,2009 World Champs ,,AUS,Rome,ITA,7/26/2009,Final,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,3,0:02:04,40718560,,,Mary,Descenza,US,UN,,2009 World Champs ,,USA,Rome,ITA,7/26/2009,Prelim,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,4,0:02:04,33136286,,,Zige,Liu,US,UN,,2008 Olympic Games,,CHN,Beijing,CHN,8/14/2008,Final,N,Y,N
World Record Progressions,2,,134,F,200,FL,LCM,5,0:02:05,18992902,,,Jessicah,Schipper,US,UN,,2006 Pan Pacific Champs,,AUS,Victoria,AUS,8/17/2006,Final,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,6,0:02:05,20451159,,Otylia,Otylia,Jedrzejczak,CA,UN,,2005 World Champs,,POL,Montreal,CAN,7/28/2005,Final,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,7,0:02:05,1077848,,Otylia,Otylia,Jedrzejczak,CA,UN,,2002 US European Champs,,POL,Berlin,GER,8/4/2002,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,8,0:02:05,,,,Susie,O'Neill,US,UN,,,,AUS,Sydney,AUS,5/21/2000,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,9,0:02:05,,,,Mary,Meagher,US,UN,,,,USA,Brown Beer,USA,8/13/1981,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,10,0:02:06,,,,Mary,Meagher,US,UN,,,,USA,Irvine,USA,7/7/1980,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,11,0:02:07,,,,Mary,Meagher,US,UN,,,,USA,FtLauderdale,USA,8/6/1979,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,12,0:02:08,,,,Mary,Meagher,US,UN,,,,USA,FtLauderdale,USA,8/6/1979,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,13,0:02:09,,,,Mary,Meagher,US,UN,,,,USA,San Juan,PUR,7/7/1979,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,14,0:02:09,,,,Tracy,Caulkins,US,UN,,,,USA,Berlin,FRG,8/26/1978,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,14,0:02:09,,,,Andrea,Pollack,US,UN,,,,GDR,Berlin,FRG,7/4/1978,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,16,0:02:11,,,,Andrea,Pollack,US,UN,,,,GDR,Leningrad,URS,4/9/1978,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,17,0:02:11,,,,Rosemarie,Gabriel,US,UN,,,,GDR,Berlin,GDR,6/5/1976,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,18,0:02:12,,,,Rosemarie,Gabriel,US,UN,,,,GDR,Berlin,GDR,6/4/1976,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,19,0:02:13,,,,Rosemarie,Gabriel,US,UN,,,,GDR,Tallinn,URS,3/14/1976,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,20,0:02:13,,,,Rosemarie,Kother,US,UN,,,,GDR,Belgrade,SRB,9/8/1973,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,21,0:02:15,,,,Rosemarie,Kother,US,UN,,,,GDR,Belgrade,SRB,9/8/1973,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,22,0:02:15,,,Karen,Karen,Moe,ND,FMY,,,,USA,Munich,FRG,9/4/1972,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,23,0:02:16,,,Karen,Karen,Moe,ND,FMY,,,,USA,Chicago,USA,9/10/1972,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,24,0:02:18,,,,Ellie,Daniel,US,,,,,USA,Houston,USA,8/28/1971,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,24,0:02:18,,,,Ellie,Daniel,US,UN,,,,USA,Houston,USA,9/10/1971,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,26,0:02:18,,,Karen,Karen,Moe,ND,FMY,,,,USA,Santa Clara,USA,8/7/1971,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,27,0:02:19,,,,Alice,Jones,US,UN,,,,USA,Los Angeles,USA,8/22/1970,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,28,0:02:20,,,Karen,Karen,Moe,ND,FMY,,,,USA,Santa Clara,USA,7/11/1970,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,29,0:02:21,,,,Ada,Kok,US,UN,,,,NED,Blackpool,GBR,8/25/1967,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,30,0:02:22,,,,Ada,Kok,US,UN,,,,NED,Groningen,NED,8/2/1967,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,31,0:02:25,,,,Ada,Kok,US,UN,,,,NED,Groningen,NED,9/12/1965,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,32,0:02:25,,,,Ada,Kok,US,UN,,,,NED,Leiden,NED,8/21/1965,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,33,0:02:26,,,,Kendis,Drake,AZ,UN,,,,USA,Maumee,USA,8/15/1965,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,34,0:02:26,,,,Sharon,Stouder,US,UN,,,,USA,Los Altos,USA,8/2/1964,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,35,0:02:28,,,,Sharon,Stouder,US,UN,,,,USA,Los Angeles,USA,7/12/1964,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,36,0:02:29,,,Sue,Susan,Anderson,US,UN,,,,USA,Philadelphia,USA,7/27/1963,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,37,0:02:30,,,,Sharon,Finneran,US,UN,,,,USA,Los Altos,USA,8/28/1962,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,38,0:02:31,,,,Sharon,Finneran,US,UN,,,,USA,Chicago,USA,8/19/1962,,N,N,N
World Record Progressions,2,,134,F,200,FL,LCM,39,0:02:32,,,,Rebecca,Collins,US,UN,,,,USA,Philadelphia,USA,8/13/1961,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,1,0:01:54,57940583,,,Ryan,Lochte,FL,UN,,2011 World Champs,,USA,Shanghai,CHN,7/28/2011,Final,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,2,0:01:54,40741677,,,Ryan,Lochte,FL,UN,,2009 World Champs ,,USA,Rome,ITA,7/26/2009,Final,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,3,0:01:54,33173010,,Michael,Michael,Phelps,US,UN,,2008 Olympic Games,,USA,Beijing,CHN,8/9/2008,Final,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,4,0:01:54,32276173,,Michael,Michael,Phelps,US,CW,,2008 Olympic Trials,,USA,Omaha,USA,7/4/2008,Final,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,5,0:01:54,23437710,,Michael,Michael,Phelps,US,CW,,2007 World Champs,,USA,Melbourne,AUS,3/29/2007,Final,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,6,0:01:55,18992890,,Michael,Michael,Phelps,US,CW,,2006 Pan Pacific Champs,,USA,Victoria,CAN,8/20/2006,Final,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,7,0:01:55,16233444,,Michael,Michael,Phelps,US,NBAC,,2003 ConocoPhillips Nationals,,USA,College Park,USA,8/9/2003,Final,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,8,0:01:56,1626702,,Michael,Michael,Phelps,US,NBAC,,2003 World Champs,,USA,Barcelona,ESP,7/25/2003,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,9,0:01:57,1618457,,Michael,Michael,Phelps,US,NBAC,,2003 World Champs,,USA,Barcelona,ESP,7/24/2003,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,10,0:01:57,1204794,,Michael,Michael,Phelps,US,NBAC,,2003 PC Santa Clara XXXVI International,,USA,Santa Clara,USA,6/29/2003,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,11,0:01:58,,,,Jani,Sievinen,US,UN,,,,FIN,Rome,ITA,9/11/1994,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,12,0:01:59,,,,Tamas,Darnyi,US,UN,,,,HUN,Perth,AUS,1/13/1991,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,13,0:02:00,,,Dave,David,Wharton,OH,NAAC,,,,USA,Tokyo,JPN,8/20/1989,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,14,0:02:00,,,,Tamas,Darnyi,US,UN,,,,HUN,Seoul,KOR,9/25/1988,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,15,0:02:00,,,,Tamas,Darnyi,US,UN,,,,HUN,Strasbourg,FRA,8/23/1987,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,16,0:02:01,,,,Alex,Baumann,US,UN,,,,CAN,Los Angeles,USA,8/4/1984,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,17,0:02:02,,,,Alex,Baumann,US,UN,,,,CAN,Toronto,CAN,6/17/1984,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,18,0:02:02,,,,Alex,Baumann,US,UN,,,,CAN,Heidelberg,FRG,7/29/1981,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,19,0:02:03,,,,Jeremy,Reingold,US,,,,,RSA,Cape Town,RSA,9/26/1980,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,20,0:02:03,,,Bill,William,Barrett,US,UN,,,,USA,Irvine,USA,8/1/1980,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,21,0:02:03,,,,Jesse,Vassallo,NT,UN,,,,USA,San Juan,PUR,7/6/1979,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,22,0:02:03,,,,Graham,Smith,US,UN,,,,CAN,Berlin,FRG,8/24/1978,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,23,0:02:04,,,Steve,Steve,Lundquist,US,UN,,,,USA,Woodlands,USA,8/2/1978,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,24,0:02:05,,,,Oleksandr,Sydorenko,US,UN,,,,RUS,Moscow,URS,7/9/1978,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,25,0:02:05,,,,Graham,Smith,US,UN,,,,CAN,Montreal,CAN,8/4/1977,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,26,0:02:06,,,Bruce,Bruce,Furniss,CA,ORCA,,,,USA,Kansas City,USA,8/23/1975,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,27,0:02:06,,,,Steven,Furniss,US,UN,,,,USA,Concord,USA,9/1/1974,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,27,0:02:06,,,,David,Wilkie,US,UN,,,,GBR,Vienna,AUT,8/24/1974,,N,N,N
