description,record_tracking_list_display_format_id,age_group_desc,record_tracking_list_event_id,gender,distance,stroke_code,course_code,RANK,swim_time,individual_time_id,relay_time_id,preferred_name,first_name,last_name,lsc_id,club_code,team_code,ind_meet_name,rel_meet_name,country_code,location,location_country_code,swim_date,session_desc,relay_lead_yn,bios_display_swap_first_last_name_yn,disable_name_swapping_yn
World Record Progressions,2,,103,M,50,FR,LCM,1,0:00:20,48270495,,,Cesar,Cielo,AZ,UN,,2009 BRA Open,,BRA,Sao Paulo,BRA,12/18/2009,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,2,0:00:20,,,Fred,Frederick,Bousquet,SE,AUB,,,,FRA,Montpellier,FRA,4/26/2009,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,3,0:00:21,30896459,,,Eamon,Sullivan,US,UN,,2008 AUS Olympic Trials,,AUS,Sydney,AUS,3/28/2008,Final,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,4,0:00:21,,,,Eamon,Sullivan,US,UN,,,,AUS,Sydney,AUS,3/27/2008,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,5,0:00:21,30573937,,,Alain,Bernard,US,UN,,2008 European Champs,,FRA,Eindhoven,NED,3/23/2008,Semi,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,6,0:00:21,,,,Eamon,Sullivan,US,UN,,,,AUS,Sydney,AUS,2/17/2008,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,7,0:00:21,1077761,,,Alexander,Popov,US,UN,,2000 Time Trial,,RUS,Moscow,URS,6/16/2000,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,8,0:00:21,,,Tom,Thomas,Jager,CO,GMSC,,,,USA,Nashville,USA,3/24/1990,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,9,0:00:21,,,Tom,Thomas,Jager,CO,GMSC,,,,USA,Nashville,USA,3/24/1990,Prelim,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,10,0:00:22,,,Tom,Thomas,Jager,CO,GMSC,,,,USA,Tokyo,JPN,8/20/1989,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,11,0:00:22,,,Matt,Matthew,Biondi,HI,ASC,,,,USA,Seoul,KOR,9/24/1988,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,12,0:00:22,,,,Peter,Williams,US,,,,,RSA,Indianapolis,USA,4/10/1988,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,13,0:00:22,,,Tom,Thomas,Jager,CO,GMSC,,,,USA,Orlando,USA,3/25/1988,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,14,0:00:22,,,Tom,Thomas,Jager,CO,GMSC,,,,USA,Brisbane,AUS,8/13/1987,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,15,0:00:22,,,Matt,Matthew,Biondi,HI,,,,,USA,Clovis,USA,7/30/1987,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,15,0:00:22,,,Matt,Matthew,Biondi,HI,ASC,,,,USA,Orlando,USA,6/26/1986,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,17,0:00:22,,,Tom,Thomas,Jager,CO,GMSC,,,,USA,Austin,USA,12/6/1985,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,18,0:00:22,,,,Dano,Halsall,US,UN,,,,SUI,Bellinzona,SUI,7/21/1985,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,19,0:00:22,,,Robin,Robin,Leamy,US,UN,,,,USA,Brown Deer,USA,8/15/1981,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,20,0:00:22,,,,Joseph,Bottom,US,UN,,,,USA,Honolulu,USA,8/15/1980,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,21,0:00:22,,,,Joseph,Bottom,US,,,,,USA,Honolulu,USA,8/15/1980,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,21,0:00:22,,,,Bruce,Stahl ,US,UN,,,,USA,Austin,USA,4/10/1980,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,23,0:00:22,,,Rowdy,Ambrose,Gaines,FL,UN,,,,USA,Austin,USA,4/10/1980,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,24,0:00:23,,,Chris,Christopher,Cavanaugh,PC,UN,,,,USA,Austin,USA,4/10/1980,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,25,0:00:23,,,Chris,Christopher,Cavanaugh,PC,,,,,USA,Amersfoort,NED,2/2/1980,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,26,0:00:23,,,,Klaus,Steinbach,US,UN,,,,GER,Freiburg,FRG,7/23/1979,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,27,0:00:23,,,,Ron,Manganiello,US,UN,,,,USA,Miami,USA,7/29/1978,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,28,0:00:23,,,,Joseph,Bottom,US,UN,,,,USA,Etobicoke,CAN,7/3/1977,,N,N,N
World Record Progressions,2,,103,M,50,FR,LCM,29,0:00:23,,,Jonty,John,Skinner,IN,UN,,,,RSA,Philadelphia,USA,8/14/1976,,N,N,N
World Record Progressions,2,,120,F,50,FR,LCM,1,0:00:23,,,Sarah,Sarah,Sjostrom,US,UN,,,,SWE,Budapest,HUN,7/29/2017,Semi,N,N,N
World Record Progressions,2,,120,F,50,FR,LCM,2,0:00:23,41965742,,,Britta,Steffen,US,UN,,2009 World Champs ,,GER,Rome,ITA,8/2/2009,Final,N,N,N
World Record Progressions,2,,120,F,50,FR,LCM,3,0:00:23,40308663,,,Marleen,Veldhuis,US,UN,,2008 Olympic Invite,,NED,Amsterdam,NED,4/19/2009,,N,N,N
World Record Progressions,2,,120,F,50,FR,LCM,4,0:00:23,30851024,,Libby,Lisbeth,Trickett,US,UN,,2008 AUS Olympic Trials,,AUS,Sydney,AUS,3/27/2008,Final,N,N,N
World Record Progressions,2,,120,F,50,FR,LCM,5,0:00:24,30577427,,,Marleen,Veldhuis,US,UN,,2008 European Champs,,NED,Eindhoven ,NED,3/18/2008,Final,N,N,N
World Record Progressions,2,,120,F,50,FR,LCM,6,0:00:24,1077776,,,Inge,De Bruijn,OR,THSC,,2000 Olympic Games,,NED,Sydney,AUS,8/1/2000,Final,N,N,N
World Record Progressions,2,,120,F,50,FR,LCM,7,0:00:24,,,,Inge,De Bruijn,OR,THSC,,,,NED,Rio de Janeiro,BRA,6/10/2000,,N,N,N
World Record Progressions,2,,120,F,50,FR,LCM,8,0:00:24,,,,Inge,De Bruijn,OR,THSC,,,,NED,Amsterdam,NED,6/4/2000,,N,N,N
World Record Progressions,2,,120,F,50,FR,LCM,9,0:00:24,,,,Inge,De Bruijn,OR,THSC,,,,NED,Sheffield,GBR,5/27/2000,,N,N,N
World Record Progressions,2,,120,F,50,FR,LCM,9,0:00:24,15692620,,,Jingyi,Le,PC,UN,,1994 US World Championships,,CHN,Rome,ITA,9/11/1994,,N,Y,N
World Record Progressions,2,,120,F,50,FR,LCM,11,0:00:24,,,,Wenji,Yang,US,UN,,,,CHN,Barcelona,ESP,7/31/1992,,N,Y,N
World Record Progressions,2,,120,F,50,FR,LCM,12,0:00:24,,,,Wenji,Yang,US,UN,,,,CHN,Canton,CHN,4/11/1988,,N,Y,N
World Record Progressions,2,,120,F,50,FR,LCM,13,0:00:25,,,,Tamara,Costache,US,UN,,,,BUL,Madrid,ESP,8/23/1986,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,1,0:00:46,40758516,,,Cesar,Cielo,AZ,UN,,2009 World Champs ,,BRA,Rome,ITA,7/30/2009,Final,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,2,0:00:46,,,,Alain,Bernard,US,,,,,FRA,Montpellier,FRA,4/23/2009,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,3,0:00:47,33136297,,,Eamon,Sullivan,US,UN,,2008 Olympic Games,,AUS,Beijing,CHN,8/13/2008,Semi,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,4,0:00:47,33136268,,,Alain,Bernard,US,UN,,2008 Olympic Games,,FRA,Beijing,CHN,8/13/2008,Semi,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,5,0:00:47,33106815,,,Eamon,Sullivan,US,UN,,2008 Olympic Games,,AUS,Beijing,CHN,8/11/2008,,Y,N,N
World Record Progressions,2,,104,M,100,FR,LCM,6,0:00:47,30573936,,,Alain,Bernard,US,UN,,2008 European Champs,,FRA,Eindhoven,NED,3/22/2008,Final,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,7,0:00:47,30573935,,,Alain,Bernard,US,UN,,2008 European Champs,,FRA,Eindhoven,NED,3/21/2008,Semi,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,8,0:00:47,1077763,,,Pieter,Van Den Hoogenband,US,UN,,2000 Olympic Games,,NED,Sydney,AUS,9/19/2000,Semi,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,9,0:00:48,22115810,,,Michael,Klim,US,UN,,2000 Olympic Games Relay Leadoff,,AUS,Sydney,AUS,9/16/2000,Final,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,10,0:00:48,,,,Alexander,Popov,US,UN,,,,RUS,Monte Carlo,MON,6/18/1994,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,11,0:00:48,,,Matt,Matthew,Biondi,HI,ASC,,,,USA,Austin,USA,8/10/1988,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,12,0:00:48,,,Matt,Matthew,Biondi,HI,ASC,,,,USA,Orlando,USA,6/24/1986,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,13,0:00:48,,,Matt,Matthew,Biondi,HI,ASC,,,,USA,Mission Viejo,USA,8/6/1985,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,14,0:00:49,,,Matt,Matthew,Biondi,HI,ASC,,,,USA,Mission Viejo,USA,8/6/1985,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,15,0:00:49,,,Rowdy,Ambrose,Gaines,FL,UN,,,,USA,Austin,USA,4/3/1981,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,16,0:00:49,,,Jonty,John,Skinner,IN,UN,,,,RSA,Philadelphia,USA,8/14/1976,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,17,0:00:49,,,Jim,James,Montgomery,NT,DM,,,,USA,Montreal,CAN,7/25/1976,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,18,0:00:50,,,Jim,James,Montgomery,NT,DM,,,,USA,Montreal,CAN,7/24/1976,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,19,0:00:50,,,Jim,James,Montgomery,NT,DM,,,,USA,Kansas City,USA,8/23/1975,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,20,0:00:51,,,,Andrew,Coan,FG,UN,,,,USA,FtLauderdale,USA,8/3/1975,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,21,0:00:51,,,Jim,James,Montgomery,NT,DM,,,,USA,Long Beach,USA,6/21/1975,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,22,0:00:51,,,Mark,Mark,Spitz,US,UN,,,,USA,Munich,FRG,9/3/1972,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,23,0:00:51,,,Mark,Mark,Spitz,US,UN,,,,USA,Chicago,USA,8/5/1972,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,24,0:00:51,,,Mark,Mark,Spitz,US,UN,,,,USA,Los Angeles,USA,8/23/1970,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,25,0:00:52,,,,Michael,Wenden,US,UN,,,,AUS,Mexico City,MEX,10/19/1968,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,26,0:00:52,,,,Kenneth,Walsh,US,UN,,,,USA,Winnipeg,CAN,7/27/1967,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,26,0:00:52,,,,Zac,Zorn,US,UN,,,,USA,Long Beach,USA,9/2/1968,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,28,0:00:52,,,,Alain,Gottvalles,US,UN,,,,FRA,Budapest,HUN,9/13/1964,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,29,0:00:53,,,,Manuel,Dos Santos,US,UN,,,,BRA,Rio de Janeiro,BRA,9/20/1961,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,30,0:00:54,,,,Steve,Clark,US,UN,,,,USA,Los Angeles,USA,8/18/1961,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,31,0:00:54,,,,John,Devitt,US,UN,,,,AUS,Brisbane,AUS,1/28/1957,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,32,0:00:55,,,,John,Devitt,US,UN,,,,AUS,Sydney,AUS,1/19/1957,,N,N,N
World Record Progressions,2,,104,M,100,FR,LCM,33,0:00:55,,,,Jon,Henricks,US,UN,,,,AUS,Melbourne,AUS,11/30/1956,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,1,0:00:51,121769565,,Sarah,Sarah,Sjostrom,US,UN,,2017 World Champs,,SWE,Budapest,HUN,7/23/2017,Prelim,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,2,0:00:52,,,,Cate,Campbell,US,UN,,,,AUS,Brisbane,AUS,7/2/2016,Final,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,3,0:00:52,40758505,,,Britta,Steffen,US,UN,,2009 World Champs ,,GER,Rome,ITA,7/31/2009,Final,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,4,0:00:52,,,,Britta,Steffen,US,,,,,GER,Rome,ITA,7/26/2009,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,5,0:00:52,,,,Britta,Steffen,US,UN,,,,GER,Berlin,GER,6/27/2009,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,6,0:00:52,,,,Britta,Steffen,US,UN,,,,GER,Berlin,GER,6/25/2009,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,7,0:00:52,30853816,,Libby,Lisbeth,Trickett,US,UN,,2008 AUS Olympic Trials,,AUS,Sydney,AUS,3/27/2008,Final,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,8,0:00:53,,,,Britta,Steffen,US,UN,,,,GER,Budapest,HUN,8/2/2006,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,9,0:00:53,22100800,,Libby,Lisbeth,Trickett,US,UN,,2006 AUS Commonwealth Gms Trials,,AUS,Melbourne,AUS,1/30/2006,Semi,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,10,0:00:53,,,,Jodie,Henry,US,UN,,,,AUS,Athens,GRE,8/18/2004,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,11,0:00:53,,,Libby,Lisbeth,Trickett,US,UN,,,,AUS,Sydney,AUS,3/31/2004,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,12,0:00:53,1077775,,,Inge,De Bruijn,OR,THSC,,2000 Olympic Games,,NED,Sydney,AUS,8/1/2000,Final,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,13,0:00:53,,,,Inge,De Bruijn,OR,THSC,,,,NED,Sheffield,GBR,5/29/2000,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,14,0:00:54,15692621,,,Jingyi,Le,PC,UN,,1994 US World Championships,,CHN,Rome,ITA,9/5/1994,,N,Y,N
World Record Progressions,2,,121,F,100,FR,LCM,15,0:00:54,,,Jenny,Jennifer,Thompson,MR,NYAC,,,,USA,Indianapolis,USA,3/1/1992,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,16,0:00:54,,,,Kristin,Otto,US,UN,,,,GDR,Madrid,ESP,8/19/1986,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,17,0:00:54,,,,Barbara,Krause,US,UN,,,,GDR,Moscow,URS,7/21/1980,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,18,0:00:54,,,,Barbara,Krause,US,UN,,,,GDR,Moscow,URS,7/20/1980,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,19,0:00:55,,,,Barbara,Krause,US,UN,,,,GDR,Berlin,FRG,7/5/1978,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,20,0:00:55,,,,Kornelia,Ender,US,UN,,,,GDR,Montreal,CAN,7/19/1976,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,21,0:00:55,,,,Kornelia,Ender,US,UN,,,,GDR,Berlin,FRG,6/6/1976,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,22,0:00:56,,,,Kornelia,Ender,US,UN,,,,GDR,Cali,COL,7/26/1975,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,23,0:00:56,,,,Kornelia,Ender,US,UN,,,,GDR,Dresden,GDR,3/14/1975,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,24,0:00:56,,,,Kornelia,Ender,US,UN,,,,GDR,Vienna,AUT,8/19/1974,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,25,0:00:57,,,,Kornelia,Ender,US,UN,,,,GDR,Rostock,GDR,7/4/1974,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,26,0:00:57,,,,Kornelia,Ender,US,UN,,,,GDR,Belgrade,SRB,9/9/1973,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,27,0:00:57,,,,Kornelia,Ender,US,UN,,,,GDR,Belgrade,SRB,9/8/1973,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,28,0:00:58,,,,Kornelia,Ender,US,UN,,,,GDR,Utrecht,GDR,8/18/1973,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,29,0:00:58,,,,Kornelia,Ender,US,UN,,,,GDR,Berlin,FRG,7/13/1973,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,30,0:00:58,,,,Shane,Gould,US,UN,,,,AUS,Sydney,AUS,1/8/1972,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,31,0:00:58,,,,Dawn,Fraser,US,,,,,AUS,Sydney,AUS,2/29/1964,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,31,0:00:58,,,,Shane,Gould,US,UN,,,,AUS,London,GBR,4/30/1971,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,33,0:00:59,,,,Dawn,Fraser,US,UN,,,,AUS,Perth,AUS,11/24/1962,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,34,0:00:59,,,,Dawn,Fraser,US,UN,,,,AUS,Melbourne,AUT,10/27/1962,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,35,0:01:00,,,,Dawn,Fraser,US,UN,,,,AUS,Melbourne,AUS,10/23/1962,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,36,0:01:00,,,,Dawn,Fraser,US,UN,,,,AUS,Sydney,AUS,2/23/1960,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,37,0:01:01,,,,Dawn,Fraser,US,UN,,,,AUS,Schiedam,NED,8/10/1958,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,38,0:01:01,,,,Dawn,Fraser,US,UN,,,,AUS,Cardiff,GBR,7/21/1958,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,39,0:01:01,,,,Dawn,Fraser,US,UN,,,,AUS,Melbourne,AUS,2/18/1958,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,40,0:01:02,,,,Dawn,Fraser,US,UN,,,,AUS,Melbourne,AUS,12/1/1956,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,41,0:01:02,,,,Loraine,Crapp,US,UN,,,,AUS,Melbourne,AUS,12/1/1956,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,42,0:01:03,,,,Loraine,Crapp,US,UN,,,,AUS,Sydney,AUS,10/25/1956,,N,N,N
World Record Progressions,2,,121,F,100,FR,LCM,43,0:01:03,,,,Dawn,Fraser,US,UN,,,,AUS,Townsville,AUS,8/25/1956,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,1,0:01:42,40718188,,,Paul,Biedermann,US,UN,,2009 World Champs ,,GER,Rome,ITA,7/28/2009,Final,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,2,0:01:42,33101786,,Michael,Michael,Phelps,US,UN,,2008 Olympic Games,,USA,Beijing,CHN,8/12/2008,Final,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,3,0:01:43,23437704,,Michael,Michael,Phelps,US,CW,,2007 World Champs,,USA,Melbourne,AUS,3/27/2007,Final,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,4,0:01:44,1077762,,,Ian,Thorpe,US,UN,,2001 World Champs,,AUS,Fukuoka,JPN,7/25/2001,Final,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,5,0:01:44,,,,Ian,Thorpe,US,UN,,,,AUS,Hobart,AUS,3/27/2001,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,6,0:01:45,,,,Pieter,Van Den Hoogenband,US,,,,,NED,Sydney,AUS,9/17/2000,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,6,0:01:45,,,,Pieter,Van Den Hoogenband,US,UN,,,,NED,Sydney,AUS,9/18/2000,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,8,0:01:45,,,,Ian,Thorpe,US,UN,,,,AUS,Sydney,AUS,5/15/2000,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,9,0:01:45,,,,Ian,Thorpe,US,UN,,,,AUS,Sydney,AUS,5/14/2000,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,10,0:01:46,,,,Ian,Thorpe,US,UN,,,,AUS,Sydeny,AUS,8/24/1999,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,11,0:01:46,,,,Ian,Thorpe,US,UN,,,,AUS,Sydney,AUS,8/23/1999,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,12,0:01:46,,,,Grant,Hackett,US,UN,,,,AUS,Brisbane,AUS,3/23/1999,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,13,0:01:46,,,,Giorgio,Lamberti,US,UN,,,,ITA,Bonn,GER,8/15/1989,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,14,0:01:47,,,,Duncan,Armstrong,US,UN,,,,AUS,Seoul,KOR,9/19/1988,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,15,0:01:47,,,,Michael,Gross,US,UN,,,,FRG,Los Angeles,USA,7/29/1984,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,16,0:01:47,,,,Michael,Gross,US,UN,,,,FRG,Munich,FRG,6/8/1984,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,17,0:01:47,,,,Michael,Gross,US,UN,,,,FRG,Rome,ITA,8/22/1983,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,18,0:01:48,,,,Michael,Gross,US,UN,,,,FRG,Hanover,FRG,6/21/1983,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,19,0:01:48,,,Rowdy,Ambrose,Gaines,FL,UN,,,,USA,Mission Viejo,USA,7/19/1982,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,20,0:01:49,,,Rowdy,Ambrose,Gaines,FL,UN,,,,USA,Austin,USA,4/11/1980,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,21,0:01:49,,,,Sergei,Kopliakov,US,UN,,,,RUS,Potsdam,FRG,4/7/1979,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,22,0:01:50,,,Bruce,Bruce,Furniss,CA,ORCA,,,,USA,Montreal,CAN,7/19/1976,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,23,0:01:50,,,Bruce,Bruce,Furniss,CA,ORCA,,,,USA,Kansas City,USA,8/21/1975,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,24,0:01:50,,,Bruce,Bruce,Furniss,CA,ORCA,,,,USA,Long Beach,USA,6/18/1975,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,25,0:01:51,,,Bruce,Bruce,Furniss,CA,ORCA,,,,USA,Long Beach,USA,6/18/1975,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,26,0:01:51,,,Tim,Timothy,Shaw,CA,UN,,,,USA,Concord,USA,8/23/1974,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,27,0:01:52,,,Mark,Mark,Spitz,US,UN,,,,USA,Munich,FRG,8/29/1972,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,28,0:01:53,,,Mark,Mark,Spitz,US,UN,,,,USA,Minsk,SOV,9/10/1971,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,29,0:01:54,,,Mark,Mark,Spitz,US,UN,,,,USA,Leipzip,GDR,9/4/1971,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,30,0:01:54,,,,Don,Schollander,US,UN,,,,USA,Long Beach,USA,8/30/1968,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,30,0:01:54,,,Mark,Mark,Spitz,US,UN,,,,USA,Santa Clara,USA,7/12/1969,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,32,0:01:54,,,,Don,Schollander,US,UN,,,,USA,Long Beach,USA,8/30/1968,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,33,0:01:55,,,,Don,Schollander,US,UN,,,,USA,Oak Park,USA,8/12/1967,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,34,0:01:56,,,,Don,Schollander,US,UN,,,,USA,Winnipeg,CAN,7/29/1967,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,35,0:01:56,,,,Don,Schollander,US,UN,,,,USA,Lincoln,USA,8/19/1966,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,36,0:01:57,,,,Don,Schollander,US,UN,,,,USA,Los Angles,USA,7/29/1966,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,37,0:01:57,,,,Don,Schollander,US,UN,,,,USA,Los Altos,USA,8/1/1964,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,38,0:01:58,,,,Hans-Joachim,Klein,US,UN,,,,GER,Dortmund,FRG,5/24/1964,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,39,0:01:58,,,,Don,Schollander,US,UN,,,,USA,Osaka,JPN,8/24/1963,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,40,0:01:58,,,,Don,Schollander,US,UN,,,,USA,Tokyo,JPN,8/17/1963,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,41,0:01:58,,,,Don,Schollander,US,UN,,,,USA,Los Angeles,USA,7/27/1963,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,42,0:02:00,,,,Robert,Windle,US,UN,,,,AUS,Tokyo,JPN,4/21/1963,,N,N,N
World Record Progressions,2,,105,M,200,FR,LCM,43,0:02:00,,,,Don,Schollander,US,UN,,,,USA,Cuyahoga Falls,USA,8/11/1962,,N,N,N
World Record Progressions,2,,122,F,200,FR,LCM,1,0:01:52,40741042,,,Federica,Pellegrini,US,UN,,2009 World Champs ,,ITA,Rome,ITA,7/29/2009,Final,N,N,N
World Record Progressions,2,,122,F,200,FR,LCM,2,0:01:53,,,,Federica,Pellegrini,US,,,,,ITA,Rome,ITA,7/28/2009,,N,N,N
World Record Progressions,2,,122,F,200,FR,LCM,3,0:01:54,38122079,,,Federica,Pellegrini,US,UN,,2009 ITA Champs,,ITA,Riccione,ITA,3/8/2009,Final,N,N,N
World Record Progressions,2,,122,F,200,FR,LCM,4,0:01:54,33136131,,,Federica,Pellegrini,US,UN,,2008 Olympic Games,,ITA,Beijing,CHN,8/9/2008,Final,N,N,N
